student_key,total_clicks_mid,mean_clicks_per_day_mid,max_clicks_in_a_day_mid,active_days_mid,activity_span_mid,consistency_mid,target
106247_AAA_2013J,448.0,3.1549295774647885,25.0,31.0,123.0,0.25203252032520324,0
106577_AAA_2013J,405.0,3.5217391304347827,24.0,21.0,137.0,0.15328467153284672,1
110175_AAA_2013J,575.0,2.751196172248804,19.0,43.0,142.0,0.3028169014084507,1
111717_AAA_2013J,1628.0,4.497237569060774,45.0,83.0,145.0,0.5724137931034483,1
113295_AAA_2013J,2299.0,3.8316666666666666,38.0,116.0,144.0,0.8055555555555556,1
114017_AAA_2013J,516.0,3.7664233576642334,25.0,26.0,141.0,0.18439716312056736,1
114999_AAA_2013J,864.0,2.9690721649484537,21.0,68.0,144.0,0.4722222222222222,1
116541_AAA_2013J,1081.0,4.110266159695818,31.0,53.0,131.0,0.40458015267175573,1
116692_AAA_2013J,884.0,3.9641255605381165,26.0,63.0,141.0,0.44680851063829785,1
118983_AAA_2013J,203.0,2.6025641025641026,14.0,14.0,127.0,0.11023622047244094,1
123044_AAA_2013J,1525.0,3.6137440758293837,38.0,83.0,145.0,0.5724137931034483,1
127582_AAA_2013J,813.0,2.8229166666666665,20.0,55.0,142.0,0.3873239436619718,1
129955_AAA_2013J,1011.0,3.3366336633663365,31.0,83.0,145.0,0.5724137931034483,0
132976_AAA_2013J,255.0,3.923076923076923,18.0,15.0,139.0,0.1079136690647482,1
134143_AAA_2013J,1586.0,5.788321167883212,72.0,75.0,145.0,0.5172413793103449,1
135335_AAA_2013J,57.0,2.28,7.0,10.0,34.0,0.29411764705882354,0
135400_AAA_2013J,287.0,2.63302752293578,16.0,24.0,95.0,0.25263157894736843,0
137873_AAA_2013J,3458.0,3.9250851305334846,44.0,119.0,145.0,0.8206896551724138,1
141355_AAA_2013J,1139.0,3.282420749279539,18.0,49.0,140.0,0.35,1
141377_AAA_2013J,143.0,3.25,15.0,9.0,106.0,0.08490566037735849,0
142326_AAA_2013J,1146.0,3.6496815286624202,34.0,49.0,140.0,0.35,1
144801_AAA_2013J,2867.0,3.475151515151515,25.0,104.0,143.0,0.7272727272727273,1
145130_AAA_2013J,290.0,3.258426966292135,32.0,22.0,135.0,0.16296296296296298,1
146188_AAA_2013J,457.0,3.173611111111111,15.0,22.0,127.0,0.1732283464566929,0
147756_AAA_2013J,513.0,2.9314285714285715,19.0,55.0,143.0,0.38461538461538464,0
147793_AAA_2013J,155.0,3.7804878048780486,15.0,9.0,68.0,0.1323529411764706,0
148993_AAA_2013J,1594.0,3.293388429752066,32.0,92.0,145.0,0.6344827586206897,0
151358_AAA_2013J,66.0,1.736842105263158,7.0,12.0,113.0,0.10619469026548672,1
155550_AAA_2013J,924.0,3.7714285714285714,25.0,48.0,140.0,0.34285714285714286,1
155854_AAA_2013J,2253.0,4.533199195171026,37.0,102.0,143.0,0.7132867132867133,1
155984_AAA_2013J,801.0,3.796208530805687,28.0,37.0,133.0,0.2781954887218045,0
157568_AAA_2013J,803.0,3.955665024630542,28.0,53.0,138.0,0.38405797101449274,1
159954_AAA_2013J,1185.0,3.703125,26.0,66.0,126.0,0.5238095238095238,0
164259_AAA_2013J,227.0,2.141509433962264,12.0,24.0,140.0,0.17142857142857143,1
167906_AAA_2013J,935.0,3.096026490066225,32.0,56.0,145.0,0.38620689655172413,1
168936_AAA_2013J,413.0,2.549382716049383,25.0,22.0,130.0,0.16923076923076924,1
172112_AAA_2013J,731.0,2.328025477707006,33.0,65.0,145.0,0.4482758620689655,1
172797_AAA_2013J,594.0,3.55688622754491,25.0,33.0,145.0,0.22758620689655173,1
174782_AAA_2013J,3697.0,4.014115092290988,39.0,131.0,145.0,0.903448275862069,1
175392_AAA_2013J,3178.0,3.665513264129181,26.0,115.0,144.0,0.7986111111111112,1
175932_AAA_2013J,1555.0,5.183333333333334,54.0,66.0,143.0,0.46153846153846156,1
175991_AAA_2013J,112.0,3.2,22.0,11.0,129.0,0.08527131782945736,0
180753_AAA_2013J,1265.0,2.5555555555555554,18.0,90.0,145.0,0.6206896551724138,1
181316_AAA_2013J,487.0,3.3586206896551722,27.0,20.0,76.0,0.2631578947368421,0
183096_AAA_2013J,1235.0,3.7087087087087087,33.0,72.0,145.0,0.496551724137931,1
183947_AAA_2013J,490.0,2.4623115577889445,24.0,30.0,133.0,0.22556390977443608,1
184271_AAA_2013J,931.0,2.812688821752266,23.0,94.0,144.0,0.6527777777777778,1
185439_AAA_2013J,427.0,4.313131313131313,25.0,15.0,49.0,0.30612244897959184,0
186149_AAA_2013J,1532.0,3.9895833333333335,36.0,58.0,143.0,0.40559440559440557,1
187100_AAA_2013J,5284.0,4.747529200359389,48.0,134.0,145.0,0.9241379310344827,1
188278_AAA_2013J,1434.0,3.648854961832061,44.0,49.0,70.0,0.7,0
189879_AAA_2013J,952.0,4.231111111111111,25.0,44.0,143.0,0.3076923076923077,1
192183_AAA_2013J,1573.0,3.534831460674157,31.0,102.0,145.0,0.7034482758620689,1
195262_AAA_2013J,1355.0,5.91703056768559,46.0,41.0,140.0,0.29285714285714287,0
200860_AAA_2013J,385.0,1.994818652849741,30.0,51.0,141.0,0.3617021276595745,1
202635_AAA_2013J,1398.0,4.804123711340206,34.0,45.0,141.0,0.3191489361702128,0
205350_AAA_2013J,1160.0,3.0526315789473686,19.0,75.0,141.0,0.5319148936170213,1
205719_AAA_2013J,305.0,3.210526315789474,22.0,19.0,129.0,0.14728682170542637,0
227499_AAA_2013J,2114.0,3.78175313059034,31.0,107.0,145.0,0.7379310344827587,1
227517_AAA_2013J,1037.0,3.4798657718120807,39.0,48.0,126.0,0.38095238095238093,0
228082_AAA_2013J,140.0,1.8666666666666667,7.0,20.0,138.0,0.14492753623188406,1
228222_AAA_2013J,282.0,2.660377358490566,16.0,24.0,128.0,0.1875,1
229179_AAA_2013J,425.0,3.7610619469026547,32.0,29.0,133.0,0.21804511278195488,1
229361_AAA_2013J,632.0,3.4917127071823204,29.0,65.0,141.0,0.46099290780141844,1
231554_AAA_2013J,1240.0,4.460431654676259,27.0,53.0,139.0,0.381294964028777,1
235507_AAA_2013J,190.0,2.676056338028169,20.0,21.0,56.0,0.375,0
236284_AAA_2013J,252.0,2.896551724137931,25.0,21.0,114.0,0.18421052631578946,1
238007_AAA_2013J,1082.0,2.72544080604534,15.0,94.0,145.0,0.6482758620689655,1
240712_AAA_2013J,173.0,2.703125,23.0,16.0,126.0,0.12698412698412698,1
240884_AAA_2013J,271.0,2.4862385321100917,22.0,24.0,128.0,0.1875,1
241649_AAA_2013J,1375.0,3.5714285714285716,33.0,86.0,145.0,0.593103448275862,1
241729_AAA_2013J,850.0,3.090909090909091,16.0,60.0,143.0,0.4195804195804196,0
242793_AAA_2013J,394.0,2.6802721088435373,25.0,27.0,140.0,0.19285714285714287,1
246834_AAA_2013J,710.0,3.5678391959798996,31.0,38.0,138.0,0.2753623188405797,1
248270_AAA_2013J,1388.0,2.9221052631578948,33.0,114.0,145.0,0.7862068965517242,1
255548_AAA_2013J,1955.0,3.509874326750449,25.0,99.0,145.0,0.6827586206896552,1
256815_AAA_2013J,657.0,3.2205882352941178,24.0,63.0,145.0,0.43448275862068964,1
258392_AAA_2013J,474.0,2.5483870967741935,20.0,34.0,127.0,0.2677165354330709,1
258894_AAA_2013J,3084.0,3.697841726618705,48.0,127.0,145.0,0.8758620689655172,1
260355_AAA_2013J,379.0,3.4454545454545453,35.0,37.0,143.0,0.25874125874125875,0
262011_AAA_2013J,638.0,3.1584158415841586,18.0,39.0,128.0,0.3046875,1
262934_AAA_2013J,1787.0,3.595573440643863,26.0,76.0,145.0,0.5241379310344828,1
268073_AAA_2013J,1712.0,4.553191489361702,24.0,61.0,138.0,0.4420289855072464,0
268733_AAA_2013J,176.0,3.911111111111111,13.0,13.0,130.0,0.1,0
271251_AAA_2013J,2275.0,5.34037558685446,78.0,82.0,145.0,0.5655172413793104,1
277880_AAA_2013J,1622.0,4.383783783783784,40.0,60.0,140.0,0.42857142857142855,0
279572_AAA_2013J,693.0,4.100591715976331,51.0,35.0,143.0,0.24475524475524477,1
281022_AAA_2013J,292.0,2.6545454545454548,17.0,31.0,141.0,0.2198581560283688,1
281250_AAA_2013J,105.0,1.875,9.0,10.0,113.0,0.08849557522123894,0
281589_AAA_2013J,59.0,2.107142857142857,6.0,8.0,142.0,0.056338028169014086,0
282821_AAA_2013J,1479.0,4.621875,27.0,57.0,145.0,0.3931034482758621,1
286488_AAA_2013J,639.0,4.176470588235294,31.0,35.0,142.0,0.24647887323943662,1
287548_AAA_2013J,401.0,3.6788990825688073,36.0,34.0,141.0,0.24113475177304963,1
290201_AAA_2013J,1216.0,3.92258064516129,29.0,65.0,142.0,0.45774647887323944,1
290757_AAA_2013J,246.0,2.86046511627907,13.0,17.0,125.0,0.136,1
291334_AAA_2013J,3647.0,3.117094017094017,35.0,125.0,145.0,0.8620689655172413,1
292923_AAA_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
293699_AAA_2013J,71.0,1.392156862745098,7.0,15.0,126.0,0.11904761904761904,1
294570_AAA_2013J,1236.0,4.828125,43.0,67.0,136.0,0.49264705882352944,1
294594_AAA_2013J,524.0,3.493333333333333,36.0,56.0,134.0,0.417910447761194,1
295741_AAA_2013J,574.0,2.5398230088495577,18.0,58.0,140.0,0.4142857142857143,0
296332_AAA_2013J,1579.0,4.267567567567568,31.0,79.0,145.0,0.5448275862068965,1
298696_AAA_2013J,357.0,2.856,11.0,36.0,132.0,0.2727272727272727,1
300398_AAA_2013J,1206.0,3.5892857142857144,28.0,58.0,143.0,0.40559440559440557,1
302302_AAA_2013J,512.0,3.1219512195121952,16.0,23.0,139.0,0.16546762589928057,0
305152_AAA_2013J,127.0,3.735294117647059,13.0,9.0,61.0,0.14754098360655737,0
305386_AAA_2013J,921.0,3.684,24.0,54.0,134.0,0.40298507462686567,1
305539_AAA_2013J,68.0,2.6153846153846154,7.0,6.0,5.0,1.2,0
306107_AAA_2013J,620.0,3.263157894736842,24.0,50.0,129.0,0.3875968992248062,1
306466_AAA_2013J,751.0,3.736318407960199,22.0,66.0,141.0,0.46808510638297873,1
306897_AAA_2013J,2193.0,2.7900763358778624,62.0,119.0,144.0,0.8263888888888888,1
307061_AAA_2013J,617.0,2.5601659751037342,23.0,52.0,143.0,0.36363636363636365,1
307866_AAA_2013J,1033.0,3.8834586466165413,25.0,48.0,145.0,0.3310344827586207,1
311917_AAA_2013J,1543.0,3.4441964285714284,39.0,82.0,140.0,0.5857142857142857,1
312537_AAA_2013J,8485.0,7.596239928379588,65.0,145.0,145.0,1.0,1
312782_AAA_2013J,226.0,2.8974358974358974,17.0,26.0,138.0,0.18840579710144928,1
318933_AAA_2013J,904.0,2.9446254071661238,28.0,71.0,141.0,0.5035460992907801,1
319047_AAA_2013J,2964.0,3.2358078602620086,25.0,112.0,145.0,0.7724137931034483,1
321942_AAA_2013J,6973.0,5.020158387329014,37.0,134.0,145.0,0.9241379310344827,1
324002_AAA_2013J,1316.0,3.357142857142857,35.0,75.0,144.0,0.5208333333333334,1
324084_AAA_2013J,1185.0,4.262589928057554,35.0,64.0,144.0,0.4444444444444444,1
324282_AAA_2013J,99.0,1.8679245283018868,9.0,24.0,137.0,0.17518248175182483,1
331358_AAA_2013J,2376.0,4.50853889943074,32.0,45.0,62.0,0.7258064516129032,0
332789_AAA_2013J,884.0,4.18957345971564,32.0,34.0,136.0,0.25,1
333059_AAA_2013J,101.0,1.8703703703703705,10.0,18.0,137.0,0.13138686131386862,1
333323_AAA_2013J,289.0,3.10752688172043,19.0,17.0,142.0,0.11971830985915492,1
334259_AAA_2013J,302.0,2.876190476190476,13.0,22.0,124.0,0.1774193548387097,0
334333_AAA_2013J,303.0,3.03,22.0,33.0,73.0,0.4520547945205479,0
335764_AAA_2013J,2169.0,3.2518740629685157,28.0,96.0,145.0,0.6620689655172414,0
336207_AAA_2013J,978.0,3.7906976744186047,22.0,68.0,145.0,0.4689655172413793,1
339972_AAA_2013J,218.0,2.691358024691358,19.0,19.0,118.0,0.16101694915254236,1
341872_AAA_2013J,68.0,1.511111111111111,4.0,19.0,74.0,0.25675675675675674,0
342007_AAA_2013J,880.0,3.8596491228070176,25.0,38.0,61.0,0.6229508196721312,0
342514_AAA_2013J,1276.0,4.296296296296297,34.0,61.0,145.0,0.4206896551724138,1
342972_AAA_2013J,594.0,2.8421052631578947,15.0,42.0,145.0,0.2896551724137931,1
343446_AAA_2013J,2884.0,3.369158878504673,34.0,110.0,145.0,0.7586206896551724,1
344282_AAA_2013J,41.0,1.3666666666666667,5.0,11.0,91.0,0.12087912087912088,0
345068_AAA_2013J,352.0,2.861788617886179,22.0,29.0,126.0,0.23015873015873015,1
345357_AAA_2013J,1336.0,3.2270531400966185,33.0,77.0,140.0,0.55,1
346025_AAA_2013J,392.0,2.2658959537572256,12.0,65.0,141.0,0.46099290780141844,1
346843_AAA_2013J,164.0,4.1,19.0,8.0,35.0,0.22857142857142856,0
350188_AAA_2013J,440.0,2.3783783783783785,17.0,44.0,143.0,0.3076923076923077,1
354858_AAA_2013J,198.0,4.304347826086956,25.0,7.0,10.0,0.7,0
357668_AAA_2013J,155.0,1.9375,10.0,23.0,131.0,0.17557251908396945,0
364177_AAA_2013J,475.0,3.2758620689655173,17.0,39.0,133.0,0.2932330827067669,0
365244_AAA_2013J,628.0,2.492063492063492,26.0,48.0,136.0,0.35294117647058826,1
365642_AAA_2013J,1406.0,3.1106194690265485,30.0,82.0,144.0,0.5694444444444444,1
366483_AAA_2013J,1006.0,3.3092105263157894,33.0,83.0,138.0,0.6014492753623188,1
368194_AAA_2013J,277.0,2.638095238095238,36.0,20.0,141.0,0.14184397163120568,1
368824_AAA_2013J,116.0,2.9,12.0,9.0,126.0,0.07142857142857142,0
368963_AAA_2013J,560.0,3.2748538011695905,20.0,39.0,129.0,0.3023255813953488,1
376439_AAA_2013J,1305.0,3.238213399503722,32.0,80.0,145.0,0.5517241379310345,1
376581_AAA_2013J,1269.0,3.9166666666666665,32.0,65.0,133.0,0.48872180451127817,1
380953_AAA_2013J,687.0,3.3349514563106797,21.0,59.0,136.0,0.4338235294117647,1
383254_AAA_2013J,319.0,1.782122905027933,15.0,62.0,142.0,0.43661971830985913,1
386924_AAA_2013J,105.0,1.6153846153846154,6.0,23.0,115.0,0.2,1
386952_AAA_2013J,645.0,2.792207792207792,20.0,67.0,145.0,0.46206896551724136,1
388722_AAA_2013J,428.0,3.079136690647482,21.0,34.0,138.0,0.2463768115942029,1
388885_AAA_2013J,493.0,3.5214285714285714,49.0,33.0,140.0,0.2357142857142857,1
390890_AAA_2013J,528.0,2.823529411764706,18.0,42.0,140.0,0.3,0
392756_AAA_2013J,268.0,2.310344827586207,21.0,31.0,140.0,0.22142857142857142,0
392931_AAA_2013J,1160.0,2.9974160206718348,19.0,76.0,145.0,0.5241379310344828,1
393207_AAA_2013J,437.0,3.5528455284552845,19.0,28.0,138.0,0.2028985507246377,1
396872_AAA_2013J,566.0,3.628205128205128,25.0,31.0,141.0,0.2198581560283688,1
398552_AAA_2013J,796.0,3.569506726457399,28.0,54.0,143.0,0.3776223776223776,0
401869_AAA_2013J,779.0,3.0669291338582676,21.0,64.0,145.0,0.4413793103448276,1
402470_AAA_2013J,1262.0,4.539568345323741,52.0,62.0,142.0,0.43661971830985913,1
404804_AAA_2013J,487.0,3.4539007092198584,15.0,23.0,131.0,0.17557251908396945,1
405088_AAA_2013J,708.0,3.2181818181818183,23.0,46.0,143.0,0.32167832167832167,1
405961_AAA_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
414117_AAA_2013J,413.0,2.4437869822485205,16.0,60.0,142.0,0.4225352112676056,1
415969_AAA_2013J,1349.0,4.6678200692041525,38.0,47.0,135.0,0.34814814814814815,0
420087_AAA_2013J,319.0,2.552,13.0,22.0,132.0,0.16666666666666666,0
429958_AAA_2013J,232.0,3.36231884057971,28.0,14.0,115.0,0.12173913043478261,1
441018_AAA_2013J,347.0,2.8916666666666666,24.0,26.0,145.0,0.1793103448275862,1
441888_AAA_2013J,302.0,2.53781512605042,15.0,23.0,139.0,0.16546762589928057,1
442442_AAA_2013J,979.0,3.4839857651245554,34.0,46.0,132.0,0.3484848484848485,0
444677_AAA_2013J,808.0,2.5814696485623,21.0,86.0,141.0,0.6099290780141844,1
470588_AAA_2013J,400.0,4.938271604938271,45.0,16.0,73.0,0.2191780821917808,0
489455_AAA_2013J,1515.0,4.094594594594595,41.0,69.0,145.0,0.47586206896551725,1
494424_AAA_2013J,58.0,2.761904761904762,8.0,2.0,25.0,0.08,0
495284_AAA_2013J,734.0,4.421686746987952,49.0,54.0,132.0,0.4090909090909091,1
498857_AAA_2013J,641.0,2.7161016949152543,28.0,64.0,133.0,0.48120300751879697,1
508818_AAA_2013J,822.0,4.069306930693069,36.0,43.0,144.0,0.2986111111111111,1
512460_AAA_2013J,359.0,2.2024539877300615,16.0,44.0,141.0,0.3120567375886525,1
544103_AAA_2013J,1695.0,3.8698630136986303,30.0,77.0,145.0,0.5310344827586206,1
550383_AAA_2013J,829.0,4.063725490196078,53.0,52.0,145.0,0.3586206896551724,1
564450_AAA_2013J,108.0,3.0,16.0,12.0,138.0,0.08695652173913043,0
568601_AAA_2013J,488.0,5.809523809523809,34.0,17.0,113.0,0.1504424778761062,0
572652_AAA_2013J,291.0,3.8289473684210527,38.0,24.0,114.0,0.21052631578947367,1
580389_AAA_2013J,949.0,4.54066985645933,144.0,35.0,120.0,0.2916666666666667,1
581129_AAA_2013J,115.0,2.875,22.0,11.0,121.0,0.09090909090909091,0
588775_AAA_2013J,3674.0,4.257242178447277,33.0,132.0,145.0,0.9103448275862069,1
591774_AAA_2013J,478.0,3.0253164556962027,16.0,26.0,139.0,0.18705035971223022,1
603861_AAA_2013J,660.0,3.75,26.0,50.0,140.0,0.35714285714285715,0
606143_AAA_2013J,406.0,3.147286821705426,19.0,34.0,120.0,0.2833333333333333,0
704156_AAA_2013J,1665.0,3.6674008810572687,35.0,79.0,145.0,0.5448275862068965,1
705379_AAA_2013J,2634.0,4.083720930232558,39.0,112.0,145.0,0.7724137931034483,1
721259_AAA_2013J,1228.0,4.3546099290780145,26.0,27.0,30.0,0.9,0
749412_AAA_2013J,2677.0,3.555112881806109,31.0,109.0,145.0,0.7517241379310344,1
760729_AAA_2013J,4822.0,4.336330935251799,44.0,124.0,145.0,0.8551724137931035,1
905042_AAA_2013J,1640.0,3.8679245283018866,55.0,91.0,140.0,0.65,1
949618_AAA_2013J,927.0,2.478609625668449,12.0,60.0,143.0,0.4195804195804196,1
958987_AAA_2013J,698.0,3.3719806763285023,20.0,58.0,145.0,0.4,1
968578_AAA_2013J,500.0,3.6496350364963503,18.0,34.0,144.0,0.2361111111111111,1
969076_AAA_2013J,1676.0,2.694533762057878,23.0,116.0,144.0,0.8055555555555556,0
971027_AAA_2013J,1711.0,3.8106904231625833,32.0,99.0,143.0,0.6923076923076923,1
978739_AAA_2013J,4120.0,5.406824146981627,51.0,106.0,145.0,0.7310344827586207,1
1035023_AAA_2013J,1068.0,3.3271028037383177,24.0,92.0,141.0,0.6524822695035462,1
1105478_AAA_2013J,1207.0,3.5922619047619047,30.0,74.0,145.0,0.5103448275862069,1
1352868_AAA_2013J,580.0,3.7419354838709675,21.0,31.0,142.0,0.21830985915492956,0
1401935_AAA_2013J,240.0,2.823529411764706,22.0,24.0,138.0,0.17391304347826086,0
1402638_AAA_2013J,665.0,3.2598039215686274,22.0,51.0,144.0,0.3541666666666667,1
1414443_AAA_2013J,1529.0,5.079734219269103,43.0,32.0,143.0,0.22377622377622378,0
1456619_AAA_2013J,467.0,3.3840579710144927,19.0,22.0,34.0,0.6470588235294118,0
1465690_AAA_2013J,1972.0,3.6654275092936803,31.0,85.0,141.0,0.6028368794326241,1
1472925_AAA_2013J,524.0,4.062015503875969,17.0,25.0,103.0,0.24271844660194175,0
1488959_AAA_2013J,1898.0,4.891752577319588,38.0,86.0,139.0,0.6187050359712231,1
1518989_AAA_2013J,2732.0,3.942279942279942,30.0,71.0,145.0,0.4896551724137931,1
1618738_AAA_2013J,602.0,5.679245283018868,33.0,12.0,119.0,0.10084033613445378,1
1620151_AAA_2013J,993.0,4.618604651162791,90.0,41.0,142.0,0.2887323943661972,0
1626710_AAA_2013J,4058.0,3.7332106715731372,64.0,123.0,145.0,0.8482758620689655,1
1640609_AAA_2013J,3404.0,3.748898678414097,23.0,134.0,145.0,0.9241379310344827,1
1686521_AAA_2013J,643.0,3.199004975124378,20.0,29.0,38.0,0.7631578947368421,0
1729319_AAA_2013J,1354.0,3.669376693766938,42.0,58.0,143.0,0.40559440559440557,1
1746134_AAA_2013J,1283.0,3.4959128065395095,42.0,46.0,143.0,0.32167832167832167,1
1758449_AAA_2013J,2756.0,4.24,25.0,75.0,112.0,0.6696428571428571,0
1763015_AAA_2013J,420.0,14.0,94.0,3.0,3.0,1.0,0
1765788_AAA_2013J,4361.0,4.523858921161826,65.0,122.0,145.0,0.8413793103448276,1
1801229_AAA_2013J,812.0,4.5363128491620115,34.0,41.0,126.0,0.3253968253968254,1
1801641_AAA_2013J,355.0,3.349056603773585,18.0,30.0,143.0,0.2097902097902098,1
1847830_AAA_2013J,3084.0,3.958921694480103,28.0,114.0,145.0,0.7862068965517242,1
1860318_AAA_2013J,3112.0,4.824806201550388,28.0,102.0,145.0,0.7034482758620689,1
1889511_AAA_2013J,994.0,3.1961414790996785,18.0,55.0,136.0,0.40441176470588236,1
1889577_AAA_2013J,540.0,3.272727272727273,16.0,32.0,135.0,0.23703703703703705,1
1894188_AAA_2013J,1606.0,4.588571428571429,28.0,83.0,145.0,0.5724137931034483,1
1938355_AAA_2013J,1306.0,3.5489130434782608,27.0,84.0,145.0,0.5793103448275863,1
1942396_AAA_2013J,348.0,3.2523364485981308,19.0,25.0,132.0,0.1893939393939394,1
1970390_AAA_2013J,7939.0,6.111624326404927,58.0,131.0,145.0,0.903448275862069,0
1976139_AAA_2013J,635.0,3.5875706214689265,27.0,39.0,138.0,0.2826086956521739,1
2011876_AAA_2013J,620.0,3.1155778894472363,22.0,39.0,137.0,0.2846715328467153,1
2012966_AAA_2013J,464.0,3.965811965811966,33.0,25.0,141.0,0.1773049645390071,1
2051699_AAA_2013J,1225.0,3.700906344410876,31.0,65.0,133.0,0.48872180451127817,1
2062879_AAA_2013J,1477.0,3.4269141531322505,35.0,85.0,140.0,0.6071428571428571,0
2065691_AAA_2013J,1430.0,5.766129032258065,54.0,34.0,124.0,0.27419354838709675,0
2073016_AAA_2013J,839.0,2.6055900621118013,16.0,59.0,134.0,0.44029850746268656,0
2080474_AAA_2013J,680.0,3.451776649746193,18.0,41.0,145.0,0.2827586206896552,1
2083877_AAA_2013J,544.0,2.893617021276596,20.0,43.0,138.0,0.3115942028985507,1
2084066_AAA_2013J,1602.0,4.512676056338028,40.0,66.0,138.0,0.4782608695652174,0
2104505_AAA_2013J,538.0,4.106870229007634,41.0,34.0,140.0,0.24285714285714285,1
2122180_AAA_2013J,2804.0,4.704697986577181,33.0,98.0,145.0,0.6758620689655173,1
2139353_AAA_2013J,1040.0,2.8493150684931505,22.0,68.0,142.0,0.4788732394366197,0
2143752_AAA_2013J,1158.0,5.239819004524887,34.0,54.0,144.0,0.375,1
2146792_AAA_2013J,1322.0,3.4427083333333335,24.0,110.0,142.0,0.7746478873239436,1
2149225_AAA_2013J,319.0,3.625,19.0,8.0,20.0,0.4,0
2153153_AAA_2013J,1938.0,4.761670761670762,63.0,53.0,127.0,0.41732283464566927,1
2155014_AAA_2013J,955.0,4.922680412371134,25.0,34.0,140.0,0.24285714285714285,1
2164705_AAA_2013J,231.0,3.039473684210526,13.0,11.0,60.0,0.18333333333333332,0
2171627_AAA_2013J,877.0,3.62396694214876,18.0,42.0,144.0,0.2916666666666667,1
2182846_AAA_2013J,2550.0,3.0649038461538463,34.0,93.0,145.0,0.6413793103448275,1
2194100_AAA_2013J,885.0,3.7982832618025753,41.0,49.0,143.0,0.34265734265734266,1
2197016_AAA_2013J,1009.0,3.695970695970696,32.0,48.0,142.0,0.3380281690140845,1
2208424_AAA_2013J,815.0,3.146718146718147,27.0,44.0,139.0,0.31654676258992803,1
2229865_AAA_2013J,1644.0,3.7027027027027026,34.0,84.0,144.0,0.5833333333333334,1
2255601_AAA_2013J,2114.0,3.728395061728395,35.0,74.0,139.0,0.5323741007194245,0
2268379_AAA_2013J,1022.0,2.8467966573816157,29.0,63.0,141.0,0.44680851063829785,1
2278464_AAA_2013J,240.0,3.116883116883117,36.0,22.0,137.0,0.16058394160583941,1
2293923_AAA_2013J,246.0,3.0,32.0,16.0,131.0,0.12213740458015267,1
2312620_AAA_2013J,837.0,3.402439024390244,30.0,34.0,131.0,0.2595419847328244,0
2318055_AAA_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
2324976_AAA_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
